,id,repo_url1,repo_url2,repo_description1,repo_description2,score,is_random,algorithm,batch,score_nmf_mult,score_nmf_rwr_d00,score_nmf_rwr_d01,score_nmf_rwr_d02,score_nmf_rwr_d03,score_nmf_rwr_d05,score_lda_rwr_d00,score_lda_rwr_d01,score_lda_rwr_d02,score_lda_rwr_d03,score_lda_rwr_d05
13,14,https://api.github.com/repos/ndaniel/fusioncatcher,https://api.github.com/repos/crazyhottommy/ChIP-seq-analysis,Somatic fusion genes finder for RNA-seq data,ChIP-seq analysis notes from Tommy Tang,0.0014720653508386347,False,d02,1,0.0007836817339084718,0.0001506805800219494,0.0004001302962179113,0.0006495800124138732,0.000899029728609835,0.0013979291610017588,0.0013022199048066216,0.0013871426278226281,0.0014720653508386347,0.001556988073854641,0.0017268335198866538
14,15,https://api.github.com/repos/zigpy/zigpy,https://api.github.com/repos/rytilahti/python-miio,Library implementing a ZigBee stack,Python library & console tool for controlling Xiaomi Vacuum cleaner robot,0.0014263060271987532,False,d02,1,0.0007562888022161067,0.00032693353396854555,0.0006119845071196644,0.0008970354802707832,0.001182086453421902,0.0017521883997241396,0.0012513496433113431,0.0013388278352550482,0.0014263060271987532,0.001513784219142458,0.0016887406030298682
15,16,https://api.github.com/repos/luong-komorebi/Awesome-Linux-Software,https://api.github.com/repos/libretro/libretro-database,"A list of awesome applications, software, tools and other materials for Linux distros. ","Repository containing cheatcode files, content data files, etc.",0.0015245777662835525,False,d02,1,0.0008010299607494602,0.00016674983145933557,0.0004978888388965004,0.0008290278463336652,0.0011601668537708299,0.0018224448686451596,0.0014012537714772524,0.0014629157688804025,0.0015245777662835523,0.001586239763686702,0.0017095637584930018
16,17,https://api.github.com/repos/HPAC/matchpy,https://api.github.com/repos/chaimleib/intervaltree,matchpy,"A mutable, self-balancing interval tree. Queries may be by point, by range overlap, or by range containment. ",0.0016289002791755585,False,d02,1,0.0008314557572355802,6.141227466600522e-05,0.00043212023518714637,0.0008028281957082876,0.0011735361562294287,0.0019149520772717109,0.0015412285946879852,0.0015850644369317718,0.0016289002791755583,0.0016727361214193444,0.0017604078059069174
17,18,https://api.github.com/repos/SublimeGit/SublimeGit,https://api.github.com/repos/rgalanakis/hostthedocs,Git integration for Sublime Text 2 and 3,A simple host for static documentation.,0.0,True,random,1,5.888341283591867e-05,0.00019737738723046548,0.0005342468487885546,0.0008711163103466438,0.0012079857719047328,0.001881724695020911,5.8792397021352835e-05,0.0003689142229566215,0.0006790360488918902,0.0009891578748271585,0.0016094015266976958
18,19,https://api.github.com/repos/kk7nc/Text_Classification,https://api.github.com/repos/facebookresearch/MUSE,Text Classification Algorithms: A Survey,Cross-lingual word embeddings with or without parallel vocabulary,0.0015005615020845893,False,d02,1,0.0007751045783877462,0.0005868672548768364,0.0008367952812212451,0.0010867233075656539,0.0013366513339100625,0.0018365073865988799,0.0013530081625553754,0.0014267848323199824,0.0015005615020845893,0.0015743381718491961,0.0017218915113784098
19,20,https://api.github.com/repos/EugenioDelfa/Smali-CFGs,https://api.github.com/repos/coinspark/python-OP_RETURN,Smali Control Flow Graph's,Simple Python commands and library for using bitcoin OP_RETURNs,0.0013686717668829188,False,d00,1,0.0008088508089914058,6.204463103775499e-05,0.00032466517303924897,0.000587285715040743,0.0008499062570422369,0.0013751473410452248,0.0013686717668829188,0.0014347281600067664,0.0015007845531306138,0.0015668409462544612,0.0016989537325021562
20,21,https://api.github.com/repos/lxdock/lxdock,https://api.github.com/repos/ideoforms/pylive,Build and orchestrate your development environments with LXD - a.k.a. Vagrant is Too Heavy™,Query and control Ableton Live from Python,0.0,True,random,1,5.388605958688319e-05,8.105883173833606e-05,0.0003822515258241115,0.0006834442199098869,0.0009846369139956622,0.0015870223021672131,5.782668431722307e-05,0.00038483574017641645,0.0007118447960356098,0.001038853851894803,0.0016928719636131898
21,22,https://api.github.com/repos/dit/dit,https://api.github.com/repos/django-webtest/django-webtest,Python package for information theory.,django-webtest provides integration of Ian Bicking's WebTest (http://pythonpaste.org/webtest/) with django's testing framework.,0.0,True,random,1,7.214708300854502e-05,2.915192247672768e-05,0.00043952430683316126,0.0008498966911895949,0.0012602690755460283,0.0020810138442588955,7.465206956367199e-05,0.0003876737184458571,0.0007006953673280423,0.0010137170162102273,0.0016397603139745975
22,23,https://api.github.com/repos/justmarkham/DAT8,https://api.github.com/repos/justmarkham/DAT5,"General Assembly's Data Science course in Washington, DC","General Assembly's Data Science course in Washington, DC",0.0013626949315540707,False,d00,1,0.0007844493796552273,0.00030361154084130476,0.0005380550526024148,0.0007724985643635249,0.0010069420761246348,0.0014758290996468551,0.0013626949315540707,0.0014261992557222341,0.0014897035798903972,0.0015532079040585605,0.0016802165523948872
23,24,https://api.github.com/repos/tobgu/pyrsistent,https://api.github.com/repos/chaimleib/intervaltree,Persistent/Immutable/Functional data structures for Python,"A mutable, self-balancing interval tree. Queries may be by point, by range overlap, or by range containment. ",0.0013344279879352538,False,d00,1,0.000793583015058867,0.00011100094961945513,0.00047143844730377857,0.000831875944988102,0.0011923134426724254,0.001913188438041072,0.0013344279879352538,0.001419026755397252,0.00150362552285925,0.001588224290321248,0.001757421825245244
24,25,https://api.github.com/repos/AfricasTalkingLtd/africastalking-python,https://api.github.com/repos/datasets/s-and-p-500,Official AfricasTalking Python API ,S&P 500 index data (aka Standard and Poor's index of 500 major US stocks),0.0013048630805975374,False,d00,1,0.0008016497929300478,0.00015763474592274472,0.0005020919132367957,0.0008465490805508467,0.0011910062478648978,0.0018799205824929998,0.0013048630805975372,0.001389678507941449,0.0014744939352853608,0.0015593093626292724,0.001728940217317096
25,26,https://api.github.com/repos/machinelearningmindset/deep-learning-ocean,https://api.github.com/repos/astorfi/Deep-Learning-World,:satellite: All You Need to Know About Deep Learning - A kick-starter,:satellite: Organized Resources for Deep Learning,0.0015051251216918922,False,d02,1,0.0007751617457213226,0.0004712183693374358,0.0007207412697730589,0.0009702641702086822,0.0012197870706443052,0.0017188328715155516,0.0013940301061068326,0.0014495776138993622,0.0015051251216918922,0.0015606726294844215,0.0016717676450694811
26,54,https://api.github.com/repos/clearlinux/autospec,https://api.github.com/repos/mikeorr/Unipath,RPM packaging automation tool,An object-oriented approach to Python file/directory operations.,0.0012843689616418648,False,d02,2,0.0006814211753972037,0.00018554452649355687,0.00040612657570110314,0.0006267086249086495,0.0008472906741161957,0.0012884547725312881,0.001011300199553745,0.001147834580597805,0.0012843689616418648,0.0014209033426859246,0.0016939721047740442
27,27,https://api.github.com/repos/Aceinna/gnss-ins-sim,https://api.github.com/repos/NationalSecurityAgency/qgis-latlontools-plugin,"Open-source GNSS + inertial navigation, sensor fusion simulator.  Motion trajectory generator, sensor models, and navigation ",QGIS plugin to capture and zoom to a specified location using latutude and longitude and DMS coordinates,0.0013064722051970112,False,d00,1,0.0007890588746134214,0.000295476869095959,0.0006193872792479926,0.0009432976894000261,0.0012672080995520597,0.0019150289198561266,0.0013064722051970112,0.0014021252660121894,0.0014977783268273676,0.0015934313876425456,0.001784737509272902
28,28,https://api.github.com/repos/jupyter/enterprise_gateway,https://api.github.com/repos/mher/tornado-celery,"A lightweight, multi-tenant, scalable and secure gateway that enables Jupyter Notebooks to share resources across distributed clusters such as Apache Spark, Kubernetes and others.",Non-blocking Celery client for Tornado,0.0,True,random,1,6.672951513039418e-05,8.077013297664708e-05,0.0003721942705008562,0.0006636184080250654,0.0009550425455492743,0.0015378908205976925,6.975015822210655e-05,0.000388570810381294,0.0007073914625404814,0.001026212114699669,0.0016638534190180436
29,29,https://api.github.com/repos/antigenomics/vdjdb-db,https://api.github.com/repos/crazyhottommy/ChIP-seq-analysis,Git-based TCR database storage & management,ChIP-seq analysis notes from Tommy Tang,0.0014409874193963518,False,d00,1,0.0008207680787800332,0.00010626160976128281,0.00036496943136097866,0.0006236772529606744,0.0008823850745603701,0.0013998007177597619,0.0014409874193963518,0.0014985042598020227,0.0015560211002076938,0.0016135379406133645,0.0017285716214247065
30,30,https://api.github.com/repos/libretro/libretro-database,https://api.github.com/repos/luongvo209/Awesome-Linux-Software,"Repository containing cheatcode files, content data files, etc.","???? A list of awesome applications, software, tools and other materials for Linux distros.",0.0013977417795362278,False,d00,1,0.0008066031639206512,0.00016671632958754575,0.0004101745674008374,0.000653632805214129,0.0008970910430274207,0.001384007518654004,0.0013977417795362278,0.001456761570754723,0.0015157813619732187,0.0015748011531917137,0.0016928407356287046
31,31,https://api.github.com/repos/cool-RR/git-cascade,https://api.github.com/repos/mhagger/git-imerge,Two extension scripts for merging in Git,Incremental merge for git,0.0013664156132822795,False,d02,2,0.0007298171676668006,0.0021894218272431694,0.002101221075376317,0.002013020323509465,0.0019248195716426125,0.001748418067908908,0.0011443339308400504,0.001255374772061165,0.0013664156132822797,0.0014774564545033944,0.0016995381369456237
32,32,https://api.github.com/repos/hamcrest/PyHamcrest,https://api.github.com/repos/HPAC/matchpy,Hamcrest matchers for Python,matchpy,0.001300629403437934,False,d02,2,0.0006825947563599326,0.00031051827769438205,0.0005346040875958704,0.0007586898974973587,0.000982775707398847,0.0014309473272018235,0.0010182397468802907,0.0011594345751591122,0.0013006294034379339,0.0014418242317167551,0.0017242138882743985
33,33,https://api.github.com/repos/facebookresearch/MUSE,https://api.github.com/repos/google-research-datasets/wiki-reading,Cross-lingual word embeddings with or without parallel vocabulary,wiki-reading,0.00129205817601954,False,d00,2,0.0007812380691558165,0.0008143922210713114,0.0010187619974805495,0.0012231317738897875,0.0014275015502990256,0.0018362411031175017,0.0012920581760195399,0.001379724517060422,0.0014673908581013036,0.0015550571991421853,0.001730389881223949
34,34,https://api.github.com/repos/tinue/APA102_Pi,https://api.github.com/repos/zigpy/zigpy,Pure Python library to drive APA102 LED stripes; Use with Raspberry Pi.,Library implementing a ZigBee stack,0.001294750183999628,False,d02,2,0.0006889445194169982,0.00021367669293953747,0.00046657402983223107,0.0007194713667249247,0.0009723687036176184,0.0014781633774030058,0.001042640936935586,0.0011686955604676068,0.001294750183999628,0.0014208048075316487,0.0016729140545956903
35,35,https://api.github.com/repos/jsocol/django-adminplus,https://api.github.com/repos/audiolion/django-behaviors,Easily add custom views to the Django admin.,"Core common behaviors for Django models, e.g. Timestamps, Publishing, Authoring, Editing and more.",0.00131112321921965,False,d02,2,0.0007141130972114527,0.00032971684852768266,0.0005685735151030747,0.0008074301816784667,0.0010462868482538587,0.0015240001814046428,0.0011144557669350683,0.0012127894930773592,0.00131112321921965,0.0014094569453619405,0.0016061243976465223
36,36,https://api.github.com/repos/mkocikowski/esbench,https://api.github.com/repos/os/slacker,Elasticsearch benchmarking tools,Full-featured Python interface for the Slack API,0.0,True,random,2,6.851372287785261e-05,3.489759340357756e-05,0.0002623501659677163,0.000489802738531855,0.0007172553110959938,0.0011721604562242713,7.169795396814404e-05,0.00039519915889447516,0.0007187003638208062,0.0010422015687471373,0.0016892039785997995
37,37,https://api.github.com/repos/persepolisdm/persepolis,https://api.github.com/repos/JiaxuanYou/graph-generation,Persepolis Download Manager is a GUI for aria2.,GraphRNN: A Deep Generative Model for Graphs,0.0,True,random,2,6.343330844383535e-05,4.8419135209763164e-05,0.0003730873894614398,0.0006977556437131164,0.001022423897964793,0.0016717604064681463,6.540369788137646e-05,0.00037929624917501574,0.0006931888004686551,0.0010070813517622942,0.0016348664543495727
38,38,https://api.github.com/repos/HPAC/matchpy,https://api.github.com/repos/tobgu/pyrsistent,matchpy,Persistent/Immutable/Functional data structures for Python,0.0012416110796089651,False,d00,2,0.000768266366534775,0.00028900792050726615,0.0005516896060131942,0.0008143712915191221,0.0010770529770250503,0.0016024163480369063,0.001241611079608965,0.0013397059112402918,0.0014378007428716187,0.0015358955745029454,0.0017320852377655993
39,39,https://api.github.com/repos/matplotlib/trendvis,https://api.github.com/repos/Aceinna/gnss-ins-sim,trendvis,"Open-source GNSS + inertial navigation, sensor fusion simulator.  Motion trajectory generator, sensor models, and navigation ",0.0012245435417504336,False,d00,2,0.0007635932644908024,0.00014677754898627878,0.0004293986155625081,0.0007120196821387375,0.0009946407487149667,0.0015598828818674253,0.0012245435417504336,0.0013301385759296293,0.001435733610108825,0.0015413286442880207,0.0017525187126464122
40,40,https://api.github.com/repos/ionelmc/pytest-benchmark,https://api.github.com/repos/ionelmc/python-nameless,py.test fixture for benchmarking code,Sample project. Use https://github.com/ionelmc/cookiecutter-pylibrary make your own project.,0.001145689393064019,False,d00,2,0.0007149511342735674,0.0011443413569642152,0.0013008837641200473,0.001457426171275879,0.0016139685784317109,0.0019270533927433747,0.001145689393064019,0.0012222645764223788,0.0012988397597807385,0.0013754149431390982,0.0015285653098558178
41,41,https://api.github.com/repos/evanw/socket.io-python,https://api.github.com/repos/jvantuyl/sublime_diagram_plugin,A socket.io bridge for Python,A Plug-In for Sublime Text 2 / 3 To Render Diagrams In Your Source Code,0.0,True,random,2,6.701877143143288e-05,6.668797683634983e-06,0.00031079253468762523,0.0006149162716916156,0.0009190400086956056,0.001527287482703586,7.030774257835433e-05,0.00038942817906277436,0.0007085486155471944,0.0010276690520316142,0.0016659099250004542
42,42,https://api.github.com/repos/spotify/pyschema,https://api.github.com/repos/roomylee/rcnn-relation-extraction,"Python library for class-based schema definition, object serialization and data validation",Tensorflow Implementation of Recurrent Convolutional Neural Network for Relation Extraction,0.0,True,random,2,6.935712414052271e-05,0.0,0.0005485449618827591,0.0010970899237655182,0.0016456348856482771,0.0027427248094137953,7.266477460276686e-05,0.00039017830149021347,0.0007076918283776601,0.0010252053552651066,0.0016602324090399998
43,43,https://api.github.com/repos/WoLpH/numpy-stl,https://api.github.com/repos/matplotlib/trendvis,Simple library to make working with STL files (and 3D objects in general) fast and easy.,trendvis,0.001416765531850324,False,d02,2,0.0007472316931172181,0.0001881661201583113,0.0005295323003754002,0.0008708984805924891,0.0012122646608095779,0.0018949970212437555,0.0011943411985685197,0.0013055533652094218,0.001416765531850324,0.0015279776984912258,0.0017504020317730298
44,44,https://api.github.com/repos/TarrySingh/Artificial-Intelligence-Deep-Learning-Machine-Learning-Tutorials,https://api.github.com/repos/fukuball/fuku-ml,"A comprehensive list of ML tutorials - initially created by Donne Martin and will be expanded in areas of AI/Deep Learning / Machine Vision and industry specific areas such as Automotives, Retail, Pharma, Medicine, Healthcare by me.",Simple machine learning library,0.001354734182446676,False,d02,2,0.0007196395326051148,0.0007422381215531238,0.00091545968866022,0.0010886812557673164,0.0012619028228744123,0.0016083459570886052,0.001213042810282643,0.0012838884963646594,0.001354734182446676,0.0014255798685286923,0.0015672712406927256
45,45,https://api.github.com/repos/zvodd/Youtube-Watch-History-Scraper,https://api.github.com/repos/Nepherhotep/django-orm-sugar,Scrapy YouTube watch history spider. Because YouTube doesn't have a history search.,Django ORM Sugar library to simplify ORM querying,0.0,True,random,2,7.191352752791569e-05,7.775086661669975e-05,0.0003929529472290335,0.0007081550278413673,0.0010233571084537008,0.0016537612696783683,7.557323191624243e-05,0.0003953362560088367,0.0007150992801014311,0.0010348623041940253,0.0016743883523792139
46,46,https://api.github.com/repos/TheDuckCow/MCprep,https://api.github.com/repos/WoLpH/numpy-stl,Blender python addon to increase workflow for creating minecraft renders and animations,Simple library to make working with STL files (and 3D objects in general) fast and easy.,0.0013211194813613752,False,d02,2,0.0006955155879183819,8.113448548967654e-05,0.00038699587995187173,0.000692857274414067,0.0009987186688762619,0.0016104414578006524,0.0010462602696425184,0.001183689875501947,0.0013211194813613752,0.0014585490872208035,0.00173340829893966
47,47,https://api.github.com/repos/BerkeleyAutomation/gqcnn,https://api.github.com/repos/bitly/asyncmongo,"Python modules for GQ-CNN training and deployment, with ROS integration",An asynchronous library for accessing mongo with tornado.ioloop,0.0,True,random,2,6.888332207420219e-05,3.97486873640654e-05,0.0002700620287526317,0.000500375370141198,0.0007306887115297642,0.001191315394306897,7.275906857607409e-05,0.0003919998774146034,0.0007112406862531327,0.0010304814950916619,0.0016689631127687204
48,48,https://api.github.com/repos/qiyuangong/leetcode,https://api.github.com/repos/vaab/colour,leetcode,"Python color representations manipulation library (RGB, HSL, web, ...)",0.0012374604485773676,False,d00,2,0.0007887942440642339,0.00034058917242596985,0.0007407925948155379,0.0011409960172051059,0.0015411994395946736,0.0023416062843738096,0.0012374604485773676,0.0013299354039050795,0.0014224103592327916,0.0015148853145605032,0.0016998352252159273
49,49,https://api.github.com/repos/mardix/Propel,https://api.github.com/repos/facebookresearch/adversarial_image_defenses,Deploy multiple Flask/Django (or PHP/HTML) applications on a single server ,Countering Adversarial Image using Input Transformations.,0.0,True,random,2,5.45543222025397e-05,3.470414077676613e-05,0.00034682752452433474,0.0006589509082719034,0.0009710742920194719,0.0015953210595146092,5.643145567626833e-05,0.0003715909489449301,0.0006867504422135919,0.0010019099354822538,0.0016322289220195773
50,50,https://api.github.com/repos/justmarkham/DAT3,https://api.github.com/repos/justmarkham/DAT8,"General Assembly's Data Science course in Washington, DC","General Assembly's Data Science course in Washington, DC",0.0012977959146693804,False,d02,2,0.0006913803966343403,0.00029357421549857754,0.0005270797663014066,0.0007605853171042355,0.0009940908679070644,0.0014611019695127225,0.0010498128372603062,0.0011738043759648435,0.0012977959146693806,0.0014217874533739177,0.0016697705307829919
51,51,https://api.github.com/repos/mining/mining,https://api.github.com/repos/dreamworksanimation/usdmanager,"Business Intelligence (BI) in Python, OLAP",USD Manager,0.0,True,random,2,6.892133198341541e-05,5.009825631382265e-05,0.0003441903716577864,0.0006382824870017501,0.0009323746023457136,0.0015205588330336412,7.266702158715666e-05,0.00039074920070630365,0.0007088313798254506,0.0010269135589445976,0.0016630779171828915
52,52,https://api.github.com/repos/google-research-datasets/wiki-reading,https://api.github.com/repos/otuncelli/turkish-stemmer-python,wiki-reading,Turkish Stemmer for Python,0.0012652865924091838,False,d00,2,0.0007758321804039395,0.0009809108465819133,0.0011679209438038376,0.001354931041025762,0.0015419411382476857,0.0019159613326915344,0.0012652865924091838,0.0013589116751593698,0.0014525367579095554,0.001546161840659741,0.0017334120061601125
53,53,https://api.github.com/repos/TTimo/linux-salted,https://api.github.com/repos/undertheseanlp/underthesea,linux-salted,Underthesea - Vietnamese NLP Toolkit,0.0,True,random,2,6.972583845882415e-05,3.463575735003711e-05,0.0004088990811293576,0.0007831624049086781,0.0011574257286879985,0.0019059523762466393,7.359258831225932e-05,0.0003954865188508758,0.0007173804493894923,0.0010392743799281085,0.0016830622410053417
54,55,https://api.github.com/repos/echen/restricted-boltzmann-machines,https://api.github.com/repos/eth-sri/eran,Restricted Boltzmann Machines in Python.,ETH Robustness Analyzer for Deep Neural Networks,0.0011577224958504331,False,d00,2,0.0007145154063605301,0.000296442751019366,0.0006350722582362712,0.0009737017654531763,0.0013123312726700813,0.0019895902871038917,0.001157722495850433,0.001230404536141844,0.0013030865764332555,0.0013757686167246664,0.0015211326973074888
55,56,https://api.github.com/repos/vadimcn/vscode-lldb,https://api.github.com/repos/egtwobits/mesh-align-plus,vscode-lldb,Build transformations in blender that refer to some geometry in your scene,0.0,True,random,2,6.115221445579812e-05,3.677320173422829e-06,0.0004390010807481104,0.000874324841322798,0.0013096486018974857,0.002180296123046861,6.518233867543656e-05,0.0003891713048230944,0.0007131602709707521,0.00103714923711841,0.0016851271694137255
56,57,https://api.github.com/repos/rsennrich/subword-nmt,https://api.github.com/repos/kk7nc/Text_Classification,Subword Neural Machine Translation,Text Classification Algorithms: A Survey,0.0012977196180332894,False,d02,2,0.0006919214965879254,0.000261318961922197,0.000584089578731174,0.000906860195540151,0.0012296308123491279,0.0018751720459670817,0.001040032413274415,0.0011688760156538525,0.0012977196180332896,0.001426563220412727,0.0016842504251716015
57,58,https://api.github.com/repos/fukuball/fuku-ml,https://api.github.com/repos/donnemartin/data-science-ipython-notebooks,Simple machine learning library,"Continually updated data science Python notebooks: Deep learning (TensorFlow, Theano, Caffe), scikit-learn, Kaggle, big data (Spark, Hadoop MapReduce, HDFS), matplotlib, pandas, NumPy, SciPy, Python essentials, AWS, and various command lines.  https://bit",0.0012921536357470382,False,d00,2,0.0007493663377298607,0.000775366894061534,0.0009580246096351425,0.001140682325208751,0.0013233400407823594,0.0016886554719295766,0.0012921536357470382,0.0013510867324749026,0.001410019829202767,0.0014689529259306311,0.00158681911938636
58,59,https://api.github.com/repos/rytilahti/python-miio,https://api.github.com/repos/aboudou/picheckvoltage,Python library & console tool for controlling Xiaomi Vacuum cleaner robot,"PiCheckVoltage is a project for the Raspberry Pi intended to provide a mean to check voltage of a battery pack which is used to power electronic assemblies connected to the Raspberry Pi, and execute scripts depending on battery level.",0.0011859503614477832,False,d00,2,0.0007476954943959634,0.00014679938944751214,0.00046079536598573137,0.0007747913425239505,0.0010887873190621696,0.001716779272138608,0.0011859503614477832,0.0012866889773282238,0.0013874275932086646,0.001488166209089105,0.001689643440849986
59,60,https://api.github.com/repos/fossasia/knitlib,https://api.github.com/repos/ionelmc/pytest-benchmark,Knitting backend library for knitting machines,py.test fixture for benchmarking code,0.0011716780881292248,False,d00,2,0.0007141330056536476,0.0011113592958785286,0.00126392243470915,0.0014164855735397713,0.0015690487123703922,0.001874174990031635,0.0011716780881292248,0.0012488889125017485,0.0013260997368742722,0.0014033105612467956,0.001557732209991843
60,61,https://api.github.com/repos/tonyseek/rsocks,https://api.github.com/repos/pjkundert/cpppo,A SOCKS 4/5 reverse proxy server,Communications Protocol Python Parser and Originator,0.0012820656866338958,False,d02,3,0.0006972956385610116,0.0005352915299672578,0.0007271808805922964,0.0009190702312173349,0.0011109595818423734,0.0014947382830924505,0.0010404534555890261,0.001161259571111461,0.0012820656866338958,0.0014028718021563303,0.0016444840332012
